id,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
964485013670017895,483544762,2022-10-14,"İstanbul, Turkey",within a day,50%,0%,f,2.0,3.0,"['email', 'phone']",t,t,Atasehir,40.993744941970455,29.078372083604336,Entire rental unit,Entire home/apt,1,1.0,1 bath,1.0,1.0,"[""Clothing storage: walk-in closet and wardrobe"", ""Free street parking"", ""Wine glasses"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Exterior security cameras on property"", ""Samsung refrigerator"", ""Dedicated workspace"", ""Wifi \u2013 35 Mbps"", ""Shared backyard \u2013 Fully fenced"", ""Hot water"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Breakfast"", ""Shower gel"", ""Books and reading material"", ""Coffee maker"", ""Hangers"", ""Garden view"", ""Cleaning products"", ""Dining table"", ""Elevator"", ""Cleaning available during stay"", ""- shampoo"", ""Mosquito net"", ""- body soap"", ""Long term stays allowed"", ""Essentials"", ""Hot water kettle"", ""Extra pillows and blankets"", ""Private entrance"", ""Luggage dropoff allowed"", ""TV"", ""Pocket wifi"", ""Central heating"", ""Dishwasher"", ""Freezer"", ""Iron"", ""- conditioner"", ""Microwave"", ""Coffee"", ""Kitchen"", ""Bed linens"", ""Pets allowed"", ""Ethernet connection"", ""Stainless steel gas stove"", ""Noise decibel monitors on property""]",807.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,29,59,89,269,2025-03-27,0,0,0,269,0,0,0.0,,,,,,,,,,,f,2,2,0,0,
964697234346608643,529910866,2023-08-04,,a few days or more,0%,,f,1.0,1.0,['phone'],f,t,Atasehir,40.9749,29.14291,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""Washer"", ""Iron"", ""Kitchen"", ""Free parking on premises"", ""TV"", ""Smoking allowed"", ""Exterior security cameras on property"", ""Lock on bedroom door"", ""Dedicated workspace"", ""Wifi"", ""Hair dryer""]",449.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,29,59,89,269,2025-03-27,0,0,0,269,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
964974747068081693,424538680,2021-09-25,,within a day,100%,0%,f,2.0,2.0,"['email', 'phone']",t,t,Maltepe,40.92190455956704,29.1352088116394,Private room in rental unit,Private room,3,2.0,2 baths,2.0,1.0,"[""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Shower gel"", ""Body soap"", ""Washer"", ""Hangers"", ""Cleaning products"", ""Dining table"", ""Elevator"", ""Free parking on premises"", ""Shampoo"", ""Long term stays allowed"", ""Private patio or balcony"", ""Essentials"", ""Wifi"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Oven"", ""Dryer"", ""TV"", ""Central heating"", ""Lock on bedroom door"", ""Mountain view"", ""Freezer"", ""Hair dryer"", ""Iron"", ""Kitchen"", ""Bed linens"", ""Pets allowed"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Refrigerator""]",694.0,180,365,180.0,180.0,365.0,365.0,180.0,365.0,t,23,53,83,263,2025-03-27,4,0,0,263,0,0,0.0,2023-09-09,2023-11-24,4.75,4.75,4.25,4.75,5.0,4.75,5.0,,f,1,0,1,0,0.21
962144482691911242,163661741,2017-12-22,"İstanbul, Turkey",within an hour,100%,56%,t,22.0,23.0,"['email', 'phone']",t,t,Fatih,41.00371132844814,28.93413779353209,Private room in rental unit,Private room,2,0.5,Shared half-bath,1.0,1.0,"[""Wine glasses"", ""Coffee maker: pour-over coffee"", ""Cooking basics"", ""Stove"", ""Dedicated workspace"", ""Hot water"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Shower gel"", ""Body soap"", ""Washer"", ""Hangers"", ""Cleaning products"", ""Room-darkening shades"", ""Dining table"", ""Shampoo"", ""Heating"", ""Baking sheet"", ""Long term stays allowed"", ""Essentials"", ""Hot water kettle"", ""Blender"", ""Wifi \u2013 46 Mbps"", ""Luggage dropoff allowed"", ""Oven"", ""Portable fans"", ""Smoking allowed"", ""Lock on bedroom door"", ""Dishwasher"", ""Freezer"", ""Hair dryer"", ""Iron"", ""Microwave"", ""Kitchen"", ""Bed linens"", ""Clothing storage: closet"", ""Refrigerator""]",450.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,30,60,90,365,2025-03-27,2,0,0,280,1,0,0.0,2023-08-28,2024-01-08,5.0,5.0,4.0,4.0,5.0,4.5,5.0,,f,20,8,12,0,0.1
962296152348830355,520811390,2023-06-19,,,,,f,1.0,2.0,"['email', 'phone']",f,t,Besiktas,41.08272,29.03269,Private room in home,Private room,4,2.0,2 baths,1.0,2.0,"[""Washer"", ""Kitchen"", ""Lock on bedroom door""]",760.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,29,59,89,269,2025-03-27,0,0,0,269,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
965645948964634735,499265449,2023-02-02,,,,,f,1.0,1.0,['phone'],t,t,Esenyurt,41.0569185,28.66934,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Free street parking"", ""Wine glasses"", ""Lockbox"", ""Free dryer \u2013 In unit"", ""Cooking basics"", ""Bluetooth sound system"", ""Dedicated workspace"", ""Smoke alarm"", ""Hot water"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Shower gel"", ""Self check-in"", ""Electric stove"", ""Washer"", ""Hangers"", ""Garden view"", ""Cleaning products"", ""Room-darkening shades"", ""Clothing storage: closet and wardrobe"", ""Dining table"", ""Elevator"", ""Free parking on premises"", ""Heating"", ""Baking sheet"", ""Long term stays allowed"", ""Essentials"", ""Hot water kettle"", ""Wifi"", ""Extra pillows and blankets"", ""Arcade games"", ""Double oven"", ""Luggage dropoff allowed"", ""Conditioner"", ""Portable fans"", ""Shared beach access"", ""TV"", ""Smoking allowed"", ""Game console: PS4"", ""Dishwasher"", ""Bread maker"", ""Freezer"", ""Hair dryer"", ""Shared backyard"", ""Iron"", ""Microwave"", ""Outdoor dining area"", ""Coffee"", ""Toaster"", ""Kitchen"", ""Bed linens"", ""Pets allowed"", ""Coffee maker"", ""Refrigerator"", ""Lake access""]",973.0,100,1125,100.0,100.0,1125.0,1125.0,100.0,1125.0,t,29,59,89,269,2025-03-27,1,0,0,269,0,0,0.0,2023-09-21,2023-09-21,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,t,1,1,0,0,0.05
965125233645596863,533642844,2023-08-24,,,,,f,1.0,1.0,['phone'],f,t,Beykoz,41.09384,29.08975,Private room in bed and breakfast,Private room,10,4.0,4 baths,6.0,10.0,"[""Washer"", ""First aid kit"", ""Fire extinguisher"", ""Kitchen"", ""TV"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Wifi""]",1000.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,29,59,89,269,2025-03-27,0,0,0,269,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
965269761551335673,393240794,2021-03-19,"İstanbul, Turkey",within a day,90%,47%,t,4.0,11.0,"['email', 'phone', 'work_email']",t,t,Sisli,41.06289,28.99345,Private room in home,Private room,2,1.0,1 bath,1.0,1.0,"[""Wine glasses"", ""Free dryer \u2013 In unit"", ""Air conditioning"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Hot water"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Shower gel"", ""Hangers"", ""Cleaning products"", ""Room-darkening shades"", ""Dining table"", ""Cleaning available during stay"", ""Shampoo"", ""Heating"", ""Long term stays allowed"", ""Essentials"", ""Clothing storage"", ""Hot water kettle"", ""Blender"", ""Wifi"", ""Extra pillows and blankets"", ""Oven"", ""Shared backyard \u2013 Not fully fenced"", ""TV"", ""Lock on bedroom door"", ""Dishwasher"", ""Gas stove"", ""Freezer"", ""Iron"", ""Gym nearby"", ""Coffee"", ""Toaster"", ""Kitchen"", ""Bed linens"", ""Pets allowed"", ""Coffee maker"", ""Refrigerator""]",808.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,29,59,89,269,2025-03-27,10,0,0,269,2,0,0.0,2023-09-05,2024-02-22,5.0,4.8,4.8,5.0,5.0,5.0,5.0,,f,4,1,3,0,0.53
965276537926165937,32661484,2015-05-05,"İstanbul, Turkey",within an hour,100%,100%,f,2.0,3.0,"['email', 'phone']",t,t,Kadikoy,40.99438,29.02735,Shared room in rental unit,Shared room,2,1.0,1 shared bath,2.0,2.0,"[""Free street parking"", ""Wine glasses"", ""Lockbox"", ""Coffee maker: pour-over coffee"", ""Children\u2019s books and toys"", ""Cooking basics"", ""Stove"", ""Housekeeping available every day - available at extra cost"", ""Dedicated workspace"", ""Hot water"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Shower gel"", ""Self check-in"", ""Body soap"", ""Books and reading material"", ""Washer"", ""Hangers"", ""Cleaning products"", ""Room-darkening shades"", ""Dining table"", ""Shampoo"", ""Mosquito net"", ""Heating"", ""Baking sheet"", ""Long term stays allowed"", ""Essentials"", ""Clothing storage"", ""Portable air conditioning"", ""Hot water kettle"", ""Wifi"", ""Exercise equipment"", ""Extra pillows and blankets"", ""Board games"", ""Luggage dropoff allowed"", ""Oven"", ""AC - split type ductless system"", ""Conditioner"", ""Portable fans"", ""Bidet"", ""High chair"", ""Crib"", ""Smoking allowed"", ""Laundromat nearby"", ""Children\u2019s bikes"", ""Dishwasher"", ""Outlet covers"", ""Outdoor furniture"", ""Freezer"", ""Hair dryer"", ""BBQ grill"", ""Iron"", ""Baby bath"", ""Outdoor dining area"", ""Coffee"", ""Paid parking off premises"", ""Kitchen"", ""Host greets you"", ""Patio or balcony"", ""Bed linens"", ""Pets allowed"", ""Barbecue utensils"", ""Refrigerator""]",912.0,100,1125,100.0,100.0,1125.0,1125.0,100.0,1125.0,t,0,0,0,0,2025-03-29,0,0,0,0,0,0,0.0,,,,,,,,,,,f,2,1,0,1,
966089278215936379,27602475,2015-02-11,,,,0%,f,1.0,1.0,['phone'],t,t,Beylikduzu,40.98653,28.6737,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""Washer"", ""Kitchen"", ""TV"", ""Lock on bedroom door"", ""Wifi""]",414.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,29,59,89,269,2025-03-27,0,0,0,269,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
968714532219616708,534485387,2023-08-29,"İstanbul, Turkey",a few days or more,33%,0%,f,1.0,4.0,"['email', 'phone']",t,t,Sisli,41.0464839,28.980964,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Cooking basics"", ""Single oven"", ""Window guards"", ""Dedicated workspace"", ""Hot water"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Shower gel"", ""Body soap"", ""Washer"", ""Hangers"", ""Cleaning products"", ""Room-darkening shades"", ""Dining table"", ""Elevator"", ""Shampoo"", ""Baking sheet"", ""Essentials"", ""Hot water kettle"", ""Blender"", ""Wifi"", ""Paid parking lot off premises"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Portable fans"", ""Shared patio or balcony"", ""TV"", ""Central heating"", ""Lock on bedroom door"", ""Dishwasher"", ""Gas stove"", ""Bread maker"", ""Outdoor furniture"", ""Freezer"", ""Hair dryer"", ""BBQ grill"", ""Iron"", ""Outdoor dining area"", ""Coffee"", ""Kitchen"", ""Host greets you"", ""Bed linens"", ""Pets allowed"", ""Coffee maker"", ""Refrigerator""]",579.0,100,365,100.0,100.0,1125.0,1125.0,100.0,1125.0,t,30,60,90,270,2025-03-27,4,0,0,270,0,0,0.0,2023-09-07,2023-12-31,5.0,5.0,5.0,5.0,5.0,4.75,4.75,,f,1,0,1,0,0.21
968779502215688567,442316255,2022-01-27,Turkey,within a few hours,100%,,f,1.0,1.0,"['email', 'phone']",t,t,Sisli,41.04535568459925,28.98546825809613,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Washer"", ""Iron"", ""Kitchen"", ""Smoking allowed"", ""Lock on bedroom door"", ""Dedicated workspace"", ""Wifi"", ""Hair dryer""]",665.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,27,57,87,362,2025-03-27,0,0,0,277,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
968811089434834221,534482808,2023-08-29,"İstanbul, Turkey",,,,f,1.0,2.0,['phone'],t,t,Kagithane,41.059079199871576,28.9581263558039,Private room in rental unit,Private room,2,3.0,3 baths,1.0,1.0,"[""Washer"", ""Kitchen"", ""TV"", ""Lock on bedroom door"", ""Wifi""]",892.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,29,59,89,269,2025-03-27,0,0,0,269,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
969194813613330871,434335823,2021-12-02,"İstanbul, Turkey",,,50%,f,1.0,2.0,['phone'],f,t,Pendik,40.92878,29.31188,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""First aid kit"", ""Lock on bedroom door"", ""Outdoor dining area"", ""Fire extinguisher""]",750.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,,29,59,89,269,2025-03-27,0,0,0,269,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
967174474059231933,498883176,2023-01-31,,,,0%,f,1.0,3.0,['phone'],f,t,Bahcelievler,40.9950231,28.8411216,Private room in rental unit,Private room,1,3.0,3 baths,1.0,1.0,"[""Washer"", ""First aid kit"", ""Fire pit"", ""Hot tub"", ""Kitchen"", ""Lock on bedroom door"", ""Dedicated workspace"", ""Smoke alarm"", ""Wifi""]",320.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,29,59,89,269,2025-03-28,0,0,0,269,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
967208087823973786,525192009,2023-07-12,"Arnavutköy, Turkey",,,0%,f,1.0,1.0,['phone'],t,t,Arnavutkoy,41.1813,28.76068,Private room in rental unit,Private room,2,0.5,Half-bath,1.0,2.0,"[""Washer"", ""First aid kit"", ""Kitchen"", ""TV"", ""Smoking allowed"", ""Pets allowed"", ""Lock on bedroom door"", ""Dedicated workspace"", ""Wifi""]",340.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,29,59,89,179,2025-03-27,0,0,0,179,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
969434396311414423,150796252,2017-09-16,"İstanbul, Turkey",,,,f,1.0,1.0,"['email', 'phone']",t,t,Sisli,41.07094,28.9922,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""Free street parking"", ""Wine glasses"", ""Cooking basics"", ""Hot water"", ""Drying rack for clothing"", ""Head & shoulders  shampoo"", ""Profilo refrigerator"", ""Dishes and silverware"", ""Books and reading material"", ""Washer"", ""Hangers"", ""Cleaning products"", ""Dining table"", ""Elevator"", ""Long term stays allowed"", ""Essentials"", ""Hot water kettle"", ""Blender"", ""Paid parking lot off premises"", ""Exercise equipment"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""TV"", ""Central heating"", ""Gas stove"", ""Private living room"", ""Freezer"", ""Hair dryer"", ""Iron"", ""Coffee"", ""Toaster"", ""Kitchen"", ""Bed linens"", ""Clothing storage: closet"", ""Ethernet connection""]",552.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,29,59,89,269,2025-03-27,0,0,0,269,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
969582475175738236,530329851,2023-08-06,,within a few hours,100%,0%,f,2.0,3.0,"['email', 'phone']",f,t,Fatih,41.01298992947277,28.934586301711526,Private room in home,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Cooking basics"", ""Paid washer"", ""Dedicated workspace"", ""Hot water"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Shower gel"", ""Body soap"", ""Books and reading material"", ""Hangers"", ""Cleaning products"", ""Room-darkening shades"", ""Shampoo"", ""Essentials"", ""Wifi"", ""Board games"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Bidet"", ""Smoking allowed"", ""Piano"", ""Central heating"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Kitchen"", ""Bed linens"", ""Pets allowed"", ""Refrigerator"", ""55 inch TV""]",842.0,1,30,1.0,1.0,30.0,30.0,1.0,30.0,t,30,60,90,90,2025-03-29,1,0,0,90,0,0,0.0,2023-12-06,2023-12-06,5.0,4.0,5.0,5.0,5.0,5.0,5.0,Exempt,f,2,0,2,0,0.06
967353120913363457,519550908,2023-06-12,,,,,f,1.0,1.0,['phone'],t,t,Eyup,41.08061,28.95738,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""Exterior security cameras on property"", ""Kitchen"", ""TV"", ""Wifi""]",1000.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,29,59,89,269,2025-03-27,0,0,0,269,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
967439000747503419,513595923,2023-05-07,,,,,f,1.0,1.0,['phone'],f,t,Buyukcekmece,41.01645267568422,28.6259900406003,Private room in rental unit,Private room,2,3.0,3 baths,1.0,1.0,"[""Kitchen"", ""Lock on bedroom door"", ""Beach access \u2013 Beachfront"", ""Lake access""]",920.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,29,59,89,269,2025-03-27,0,0,0,269,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
970088984681629395,534798746,2023-08-31,"İstanbul, Turkey",,,,f,1.0,1.0,['phone'],t,t,Kadikoy,40.98718,29.07904,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""First aid kit"", ""Outdoor dining area"", ""Exterior security cameras on property"", ""Lock on bedroom door"", ""Wifi""]",600.0,100,180,100.0,100.0,180.0,180.0,100.0,180.0,t,27,57,87,267,2025-03-27,0,0,0,267,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
967447954120629724,533612131,2023-08-24,"İstanbul, Turkey",,,,f,1.0,2.0,['phone'],t,t,Sisli,41.0727330339373,28.996040610044066,Private room in rental unit,Private room,1,0.5,Half-bath,1.0,1.0,"[""Washer"", ""Kitchen"", ""Dedicated workspace"", ""Lock on bedroom door"", ""Wifi""]",400.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,29,59,89,269,2025-03-27,0,0,0,269,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
967515536287262687,534198439,2023-08-27,,,,,f,1.0,2.0,"['email', 'phone']",f,t,Esenyurt,41.02002,28.66129,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""Washer"", ""Lock on bedroom door"", ""Dedicated workspace"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Wifi"", ""Exercise equipment""]",456.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,29,59,89,269,2025-03-27,0,0,0,269,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
967644270232704947,515506383,2023-05-19,,a few days or more,0%,,f,1.0,1.0,"['email', 'phone']",t,t,Kagithane,41.07353,28.98359,Private room in rental unit,Private room,4,2.0,2 shared baths,2.0,2.0,"[""Cooking basics"", ""Stove"", ""Dedicated workspace"", ""Dishes and silverware"", ""Shower gel"", ""Books and reading material"", ""Washer"", ""Cleaning products"", ""Dining table"", ""Shampoo"", ""Essentials"", ""Hot water kettle"", ""Wifi"", ""Oven"", ""TV"", ""Smoking allowed"", ""Central heating"", ""Lock on bedroom door"", ""Hair dryer"", ""Microwave"", ""Kitchen"", ""Bathtub"", ""Bed linens"", ""Ethernet connection"", ""Refrigerator""]",800.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,30,60,90,365,2025-03-27,0,0,0,280,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
970306190633636872,511312363,2023-04-23,"İstanbul, Turkey",a few days or more,40%,0%,f,4.0,5.0,"['email', 'phone']",t,t,Esenyurt,41.01858,28.63012,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Free street parking"", ""Lockbox"", ""Air conditioning"", ""Fire extinguisher"", ""Cooking basics"", ""Single level home"", ""Single oven"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoke alarm"", ""Hot water"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Self check-in"", ""Electric stove"", ""Washer"", ""Hangers"", ""Safe"", ""Cleaning products"", ""Room-darkening shades"", ""Dining table"", ""Elevator"", ""Free parking on premises"", ""Essentials"", ""City skyline view"", ""Hot water kettle"", ""Wifi"", ""Beach view"", ""Dryer"", ""Portable heater"", ""TV"", ""Smoking allowed"", ""Dishwasher"", ""Freezer"", ""Hair dryer"", ""Beach access \u2013 Beachfront"", ""Iron"", ""Microwave"", ""Kitchen"", ""Host greets you"", ""Clothing storage: closet"", ""Pets allowed"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Lake access""]",827.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,29,59,89,269,2025-03-27,6,0,0,269,0,0,0.0,2023-09-10,2023-10-23,3.83,3.83,3.83,4.5,4.5,4.67,3.67,,f,3,3,0,0,0.32
967907512672409388,452214206,2022-04-01,,,,,f,1.0,2.0,['phone'],f,t,Besiktas,41.04689,28.99974,Private room in rental unit,Private room,2,0.5,Half-bath,1.0,1.0,"[""Exterior security cameras on property"", ""Washer"", ""Dedicated workspace"", ""Kitchen"", ""Free parking on premises"", ""Lock on bedroom door""]",800.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,29,59,89,269,2025-04-01,0,0,0,269,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
970465260840092785,534898170,2023-08-31,,,,,f,1.0,1.0,['phone'],f,t,Kagithane,41.071931,28.982651,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""Washer"", ""First aid kit"", ""Kitchen"", ""TV"", ""Pets allowed"", ""Lock on bedroom door"", ""Dedicated workspace"", ""Wifi""]",485.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,29,59,89,269,2025-03-27,0,0,0,269,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
968029516653799882,152584832,2017-09-29,"Istanbul, Turkey",a few days or more,0%,,f,1.0,2.0,"['email', 'phone', 'work_email']",t,t,Arnavutkoy,41.1886015,28.7151311,Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Washer"", ""Kitchen"", ""Free parking on premises"", ""TV"", ""Pets allowed"", ""Dedicated workspace"", ""Wifi""]",726.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,29,59,89,269,2025-03-27,0,0,0,269,0,0,0.0,,,,,,,,,,,f,1,1,0,0,
968126572953890415,420271407,2021-08-26,,,,,f,1.0,2.0,"['email', 'phone']",t,t,Kadikoy,40.9947084,29.0363664,Private room in rental unit,Private room,1,1.0,1 bath,1.0,1.0,"[""Washer"", ""Kitchen"", ""Piano"", ""Dedicated workspace"", ""Lock on bedroom door"", ""Wifi""]",808.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,29,59,89,269,2025-03-27,0,0,0,269,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
968215256470247317,208173182,2018-08-08,,,,,f,1.0,2.0,['phone'],f,t,Bagcilar,41.0303861,28.8305156,Private room in rental unit,Private room,1,1.0,1 bath,1.0,1.0,"[""Exterior security cameras on property"", ""Kitchen"", ""Lock on bedroom door"", ""Wifi""]",800.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,,29,59,89,269,2025-03-27,0,0,0,269,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
968277877021320335,534396997,2023-08-28,,,,,f,1.0,1.0,"['email', 'phone']",t,t,Maltepe,40.95132926465047,29.107616622822388,Private room in rental unit,Private room,2,2.0,2 baths,1.0,0.0,"[""Free street parking"", ""Cooking basics"", ""Stove"", ""Exterior security cameras on property"", ""Window guards"", ""Dedicated workspace"", ""Hot water"", ""Dishes and silverware"", ""Books and reading material"", ""Washer"", ""Cleaning products"", ""Dining table"", ""Heating"", ""Long term stays allowed"", ""Hot water kettle"", ""Wifi"", ""Exercise equipment"", ""Luggage dropoff allowed"", ""Dryer"", ""Smoking allowed"", ""Lock on bedroom door"", ""Private living room"", ""Bread maker"", ""Backyard"", ""Freezer"", ""Hair dryer"", ""Beach access \u2013 Beachfront"", ""Iron"", ""Outdoor dining area"", ""Kitchen"", ""Bathtub"", ""Pets allowed"", ""Coffee maker"", ""Refrigerator""]",680.0,100,1125,100.0,100.0,1125.0,1125.0,100.0,1125.0,t,30,60,90,270,2025-03-27,0,0,0,270,0,0,0.0,,,,,,,,,,,t,1,0,1,0,
968458726706424704,534379066,2023-08-28,"İstanbul, Turkey",,,0%,f,1.0,3.0,"['email', 'phone']",t,t,Tuzla,40.86182,29.36011,Private room in rental unit,Private room,2,3.0,3 baths,1.0,1.0,"[""Washer"", ""Kitchen"", ""Free parking on premises"", ""TV"", ""Lock on bedroom door"", ""Wifi""]",560.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,29,59,89,269,2025-03-27,0,0,0,269,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
968539456783741508,528187153,2023-07-27,,within an hour,100%,7%,f,2.0,4.0,['phone'],t,t,Tuzla,40.87444,29.32674,Entire rental unit,Entire home/apt,4,2.0,2 baths,1.0,1.0,"[""Outdoor dining area"", ""Kitchen"", ""Free parking on premises"", ""TV"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Wifi"", ""Beach access \u2013 Beachfront""]",800.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,29,59,89,269,2025-03-27,0,0,0,269,0,0,0.0,,,,,,,,,,,f,2,2,0,0,
972165450130548314,463183725,2022-06-08,"İstanbul, Turkey",,,,f,1.0,1.0,['phone'],f,t,Uskudar,41.00165,29.06754,Private room in rental unit,Private room,2,1.0,1 bath,1.0,1.0,"[""Washer"", ""Kitchen"", ""Dishes and silverware"", ""Heating"", ""Dedicated workspace"", ""Lock on bedroom door"", ""Refrigerator"", ""Wifi""]",750.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,29,59,89,269,2025-03-27,0,0,0,269,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
972198967894561784,372788179,2020-10-21,"İstanbul, Turkey",,,0%,f,1.0,2.0,"['email', 'phone']",t,t,Sisli,41.05011,28.97945,Private room in rental unit,Private room,1,1.0,1 bath,1.0,1.0,"[""Washer"", ""Wifi"", ""Kitchen"", ""TV""]",700.0,100,365,100.0,100.0,365.0,365.0,100.0,365.0,t,29,59,89,270,2025-03-27,0,0,0,270,0,0,0.0,,,,,,,,,,,f,1,0,1,0,
