id,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
662456079604301009,466341118,2022-06-27,"Munich, Germany",within an hour,100%,93%,t,4.0,5.0,"['email', 'phone']",t,t,Schwabing-West,48.15936,11.56638,Entire condo,Entire home/apt,7,1.5,1.5 baths,3.0,5.0,"[""Pets allowed"", ""Board games"", ""Iron"", ""Drying rack for clothing"", ""Standalone high chair - always at the listing"", ""Wifi \u2013 31 Mbps"", ""Oven"", ""Luggage dropoff allowed"", ""Children\u2019s dinnerware"", ""Microwave"", ""Blender"", ""Paid street parking off premises"", ""Hangers"", ""Extra pillows and blankets"", ""Mosquito net"", ""Dishwasher"", ""Pack \u2019n play/Travel crib - available upon request"", ""Shower gel"", ""Children\u2019s books and toys"", ""Conditioner"", ""Essentials"", ""Toaster"", ""Bed linens"", ""Crib"", ""Baking sheet"", ""Elevator"", ""Shared backyard \u2013 Not fully fenced"", ""Stove"", ""Laundromat nearby"", ""Central heating"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Paid washer \u2013 In building"", ""Refrigerator"", ""Paid dryer \u2013 In building"", ""Single level home"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""EV charger"", ""Dedicated workspace"", ""Coffee maker: pour-over coffee"", ""Room-darkening shades"", ""Coffee"", ""Outdoor furniture"", ""Cleaning products"", ""Private patio or balcony"", ""Rice maker"", ""Dining table"", ""57 inch HDTV"", ""Freezer"", ""Lockbox"", ""Clothing storage"", ""Hot water"", ""Cooking basics"", ""Shampoo"", ""Body soap"", ""Dishes and silverware"", ""Bathtub""]",150.0,1,365,1.0,1.0,365.0,365.0,1.0,365.0,t,0,2,9,16,2025-06-25,22,8,0,16,13,48,7200.0,2022-11-26,2025-05-11,5.0,4.95,5.0,5.0,5.0,5.0,4.82,f,4,1,3,0,0.7
662591804777229547,210694011,2018-08-20,"Munich, Germany",a few days or more,0%,,f,1.0,1.0,"['email', 'phone']",t,t,Berg am Laim,48.12981,11.61331,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Washer"", ""Free parking on premises""]",1000.0,10,365,10.0,10.0,365.0,365.0,10.0,365.0,t,30,60,90,270,2025-06-26,0,0,0,189,0,0,0.0,,,,,,,,,,t,1,1,0,0,
662624201991316546,96012049,2016-09-20,"Munich, Germany",within an hour,100%,74%,,3.0,3.0,"['email', 'phone']",t,t,Sendling-Westpark,48.10884,11.53458,Entire condo,Entire home/apt,5,2.0,2 baths,2.0,4.0,"[""Board games"", ""Iron"", ""Drying rack for clothing"", ""Hangers"", ""First aid kit"", ""Baking sheet"", ""Essentials"", ""Ceiling fan"", ""Bed linens"", ""Free street parking"", ""Fast wifi \u2013 97 Mbps"", ""Shared backyard \u2013 Not fully fenced"", ""Paid washer \u2013 In unit"", ""Coffee maker"", ""Elevator"", ""Cleaning available during stay"", ""Central heating"", ""Smoke alarm"", ""Single level home"", ""Refrigerator"", ""TV"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Dedicated workspace"", ""Room-darkening shades"", ""Books and reading material"", ""Private patio or balcony"", ""Booster seat high chair - always at the listing"", ""Lockbox"", ""Clothing storage"", ""Hot water"", ""Cooking basics"", ""Dishes and silverware"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Free parking on premises""]",128.0,3,1125,3.0,5.0,1125.0,1125.0,3.3,1125.0,t,1,2,2,134,2025-06-25,57,16,3,4,14,96,12288.0,2022-07-24,2025-06-22,4.91,4.84,4.88,4.89,4.96,4.68,4.75,f,1,1,0,0,1.6
662793498552904867,467385172,2022-07-03,"Munich, Germany",within a day,100%,100%,f,1.0,1.0,"['email', 'phone']",t,t,Schwabing-Freimann,48.16698659316622,11.58650290220976,Entire loft,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,"[""Outdoor dining area"", ""Window guards"", ""Luggage dropoff allowed"", ""Board games"", ""Iron"", ""Drying rack for clothing"", ""Standalone high chair - always at the listing"", ""Blender"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Hangers"", ""Free dryer \u2013 In building"", ""Extra pillows and blankets"", ""Garden view"", ""First aid kit"", ""Dishwasher"", ""Shower gel"", ""Baking sheet"", ""Conditioner"", ""Essentials"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Bed linens"", ""Toaster"", ""Portable fans"", ""Paid parking garage off premises"", ""Host greets you"", ""Laundromat nearby"", ""Cleaning available during stay"", ""Central heating"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Refrigerator"", ""TV"", ""Baby safety gates"", ""Private sauna"", ""Siemens  induction stove"", ""Kitchen"", ""Siemens  oven"", ""Hair dryer"", ""Dedicated workspace"", ""Room-darkening shades"", ""Books and reading material"", ""Coffee"", ""Outdoor furniture"", ""Free washer \u2013 In building"", ""Cleaning products"", ""Private patio or balcony"", ""Dining table"", ""Sun loungers"", ""Freezer"", ""Fire extinguisher"", ""Wifi"", ""Clothing storage: closet and wardrobe"", ""Hot water"", ""Cooking basics"", ""Sonos Bluetooth sound system"", ""Shampoo"", ""Body soap"", ""Dishes and silverware"", ""Private backyard \u2013 Fully fenced"", ""Long term stays allowed"", ""Bathtub"", ""Private entrance""]",416.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,6,18,34,233,2025-06-25,42,2,0,74,4,12,4992.0,2022-08-17,2025-03-22,4.93,4.9,4.98,4.95,4.93,4.88,4.74,t,1,1,0,0,1.21
662864037493051705,29521212,2015-03-17,"Munich, Germany",within a day,100%,100%,f,1.0,1.0,"['email', 'phone']",t,t,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0903138,11.495697,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,"[""Fire extinguisher"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Washer""]",76.0,13,90,6.0,13.0,90.0,90.0,12.9,90.0,t,6,7,20,168,2025-06-25,5,0,0,20,2,0,0.0,2022-10-14,2024-05-16,4.8,5.0,5.0,5.0,5.0,4.8,4.8,f,1,1,0,0,0.15
662920655910146094,186135230,2018-04-24,"Munich, Germany",within an hour,100%,96%,t,1.0,1.0,"['email', 'phone']",t,t,Sendling,48.11732,11.54675,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Iron"", ""Clothing storage: wardrobe"", ""Lock on bedroom door"", ""Oven"", ""Blender"", ""Hangers"", ""Dishwasher"", ""Baking sheet"", ""Essentials"", ""Stove"", ""Laundromat nearby"", ""Smoke alarm"", ""Wine glasses"", ""Refrigerator"", ""Wifi \u2013 16 Mbps"", ""Heating"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Books and reading material"", ""Coffee"", ""Dining table"", ""Freezer"", ""Lockbox"", ""Hot water"", ""Cooking basics"", ""Dishes and silverware""]",90.0,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,t,12,22,22,71,2025-06-25,153,43,2,22,57,255,22950.0,2022-07-09,2025-06-05,4.91,4.93,4.9,4.9,4.92,4.89,4.73,t,1,0,1,0,4.24
663386133076300285,467540148,2022-07-04,,within a few hours,100%,100%,t,1.0,1.0,"['email', 'phone']",t,t,Au-Haidhausen,48.1262657,11.5799412,Entire condo,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Iron"", ""Microwave"", ""Hangers"", ""Extra pillows and blankets"", ""Garden view"", ""Washer"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Paid parking lot off premises"", ""Baking sheet"", ""Essentials"", ""Bed linens"", ""Indoor fireplace"", ""Laundromat nearby"", ""Siemens induction stove"", ""Central heating"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Refrigerator"", ""TV"", ""Single level home"", ""Free dryer \u2013 In unit"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Freezer"", ""Wifi"", ""Hot water"", ""Cooking basics"", ""Coffee maker: french press"", ""Dishes and silverware"", ""Courtyard view"", ""Bathtub"", ""Private entrance""]",90.0,2,185,1.0,2.0,185.0,185.0,2.0,185.0,t,0,1,8,94,2025-06-26,47,15,1,94,16,90,8100.0,2022-07-09,2025-06-01,4.77,4.81,4.81,4.77,4.85,4.89,4.62,f,1,1,0,0,1.3
663552797289764277,23372236,2014-11-05,"Munich, Germany",within a day,100%,0%,f,1.0,2.0,"['email', 'phone']",t,t,Berg am Laim,48.12192,11.63128,Private room in guest suite,Private room,1,1.0,1 shared bath,1.0,2.0,"[""Piano"", ""Outdoor dining area"", ""Pets allowed"", ""Board games"", ""Lock on bedroom door"", ""Hangers"", ""Extra pillows and blankets"", ""First aid kit"", ""Free washer"", ""Shower gel"", ""Hammock"", ""Conditioner"", ""Essentials"", ""Bed linens"", ""Fire pit"", ""Coffee maker"", ""Smoke alarm"", ""TV"", ""Barbecue utensils"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""Private backyard \u2013 Not fully fenced"", ""Room-darkening shades"", ""Books and reading material"", ""Outdoor furniture"", ""Cleaning products"", ""Private patio or balcony"", ""Wifi"", ""Hot water"", ""Cooking basics"", ""Shampoo"", ""Body soap"", ""Dishes and silverware"", ""BBQ grill"", ""Bathtub"", ""Free parking on premises""]",99.0,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,29,59,89,89,2025-06-25,3,1,0,89,1,6,594.0,2022-10-28,2024-08-07,4.67,4.67,4.67,4.67,5.0,4.67,4.67,f,1,0,1,0,0.09
663597601277885000,120084454,2017-03-10,"Munich, Germany",within an hour,100%,98%,f,2.0,2.0,"['email', 'phone']",t,t,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09515726297175,11.521352062565596,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Oven"", ""Microwave"", ""Bidet"", ""Shower gel"", ""Ethernet connection"", ""Essentials"", ""Bed linens"", ""Free street parking"", ""Stove"", ""Laundromat nearby"", ""Hot water kettle"", ""Wine glasses"", ""Refrigerator"", ""Single level home"", ""Heating"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Dining table"", ""Freezer"", ""Wifi"", ""Lockbox"", ""Clothing storage"", ""Hot water"", ""Cooking basics"", ""Dishes and silverware"", ""Body soap""]",45.0,3,50,3.0,3.0,1125.0,1125.0,3.0,1125.0,t,1,1,3,175,2025-06-26,52,13,1,94,9,78,3510.0,2022-07-17,2025-06-15,4.06,4.56,4.02,4.87,4.75,4.63,4.1,f,2,2,0,0,1.45
663827639070785498,21473779,2014-09-18,"Munich, Germany",within an hour,100%,56%,f,1.0,1.0,"['email', 'phone']",t,t,Au-Haidhausen,48.12262,11.57928,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Iron"", ""Drying rack for clothing"", ""Oven"", ""Microwave"", ""Hangers"", ""Extra pillows and blankets"", ""Washer"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Shower gel"", ""Baking sheet"", ""Conditioner"", ""Essentials"", ""Toaster"", ""Bed linens"", ""Electric stove"", ""Elevator"", ""Laundromat nearby"", ""Clothing storage: closet"", ""City skyline view"", ""Central heating"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Refrigerator"", ""TV"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""Room-darkening shades"", ""Books and reading material"", ""Cleaning products"", ""Freezer"", ""Wifi"", ""Hot water"", ""Cooking basics"", ""Shampoo"", ""Body soap"", ""Dishes and silverware"", ""Paid parking on premises""]",151.0,2,30,2.0,2.0,1125.0,1125.0,2.0,1125.0,t,30,60,90,270,2025-06-25,6,4,1,190,2,24,3624.0,2022-10-29,2025-06-05,4.83,4.67,4.83,4.83,5.0,4.83,4.67,t,1,1,0,0,0.19
664160735706482127,97932492,2016-10-04,"Munich, Germany",within an hour,100%,100%,f,4.0,5.0,"['email', 'phone', 'work_email']",t,t,Laim,48.13378,11.51112,Room in hotel,Private room,2,1.0,1 private bath,1.0,1.0,"[""Essentials"", ""Wifi"", ""Iron"", ""Bed linens"", ""Heating"", ""Hot water"", ""Hair dryer"", ""Dedicated workspace"", ""Body soap"", ""Smoke alarm"", ""Air conditioning"", ""Safe"", ""TV""]",168.0,1,365,1.0,2.0,365.0,365.0,1.1,365.0,t,27,57,78,321,2025-06-25,2,0,0,157,0,0,0.0,2023-07-22,2023-08-14,4.5,5.0,4.5,4.5,4.5,4.0,4.5,t,4,0,4,0,0.09
664323471745979734,51440683,2015-12-15,"Munich, Germany",within a day,100%,0%,f,1.0,1.0,"['email', 'phone']",t,t,Obergiesing,48.0937324923268,11.592022271455964,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Wifi"", ""Kitchen"", ""Host greets you"", ""Dedicated workspace"", ""Coffee maker"", ""Smoke alarm"", ""Washer"", ""Refrigerator"", ""Free parking on premises""]",44.0,5,30,1.0,30.0,30.0,30.0,15.6,30.0,t,0,25,33,33,2025-06-25,0,0,0,33,0,0,0.0,,,,,,,,,,f,1,1,0,0,
665041834462689115,143711447,2017-08-01,"Munich, Germany",within a day,100%,37%,t,2.0,2.0,"['email', 'phone']",t,t,Neuhausen-Nymphenburg,48.15647044316462,11.546725901358508,Private room in rental unit,Private room,3,1.0,1 shared bath,1.0,1.0,"[""40 inch HDTV with Netflix"", ""Drying rack for clothing"", ""Radiant heating"", ""Oven"", ""Microwave"", ""Paid street parking off premises"", ""Hangers"", ""Washer"", ""Dishwasher"", ""Shower gel"", ""Baking sheet"", ""Essentials"", ""Toaster"", ""Bed linens"", ""Electric stove"", ""Coffee maker"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Refrigerator"", ""Shared patio or balcony"", ""Clothing storage: wardrobe and dresser"", ""Kitchen"", ""Smoking allowed"", ""Hair dryer"", ""Dedicated workspace"", ""Room-darkening shades"", ""Coffee"", ""Cleaning products"", ""Dining table"", ""Freezer"", ""Wifi"", ""Hot water"", ""Cooking basics"", ""Shampoo"", ""Body soap"", ""Dishes and silverware"", ""Long term stays allowed"", ""Bathtub""]",90.0,1,50,1.0,1.0,50.0,50.0,1.0,50.0,t,0,26,56,56,2025-06-25,21,6,1,56,6,36,3240.0,2022-09-23,2025-06-05,4.9,4.9,4.86,4.95,4.9,4.9,4.38,f,2,1,1,0,0.63
665058038016176894,16268559,2014-06-02,"Munich, Germany",,,0%,f,1.0,1.0,"['email', 'phone']",t,t,Schwanthalerhöhe,48.137103958720594,11.544193900553644,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Outdoor dining area"", ""Iron"", ""Radiant heating"", ""Other induction stove"", ""Clothing storage: walk-in closet"", ""Hangers"", ""Extra pillows and blankets"", ""First aid kit"", ""Washer"", ""Dishwasher"", ""Shower gel"", ""Single oven"", ""Essentials"", ""Baking sheet"", ""Pool"", ""Bed linens"", ""Elevator"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Refrigerator"", ""EV charger - level 2"", ""Single level home"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""Room-darkening shades"", ""Dining table"", ""Fire extinguisher"", ""Wifi"", ""Cooking basics"", ""Dishes and silverware"", ""Paid parking on premises"", ""Long term stays allowed""]",135.0,180,365,180.0,180.0,365.0,365.0,180.0,365.0,t,28,58,88,363,2025-06-25,0,0,0,188,0,0,0.0,,,,,,,,,,f,1,1,0,0,
665236285077358947,426328962,2021-10-07,"Munich, Germany",within an hour,100%,66%,f,2.0,2.0,"['email', 'phone']",t,t,Sendling,48.12078,11.54324,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,2.0,"[""Pets allowed"", ""Luggage dropoff allowed"", ""Iron"", ""Drying rack for clothing"", ""Lock on bedroom door"", ""Microwave"", ""Blender"", ""Paid street parking off premises"", ""Hangers"", ""Extra pillows and blankets"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Shower gel"", ""Baking sheet"", ""Conditioner"", ""Essentials"", ""Toaster"", ""Bed linens"", ""Portable fans"", ""Coffee maker"", ""Laundromat nearby"", ""Smoke alarm"", ""Hot water kettle"", ""Washer \u2013\u00a0In unit"", ""Refrigerator"", ""Wifi \u2013 29 Mbps"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""Room-darkening shades"", ""Coffee"", ""Hot water"", ""Cooking basics"", ""Shampoo"", ""Body soap"", ""Dishes and silverware"", ""Bathtub""]",58.0,1,30,1.0,1.0,30.0,30.0,1.0,30.0,t,21,38,57,57,2025-06-26,110,33,3,57,43,198,11484.0,2022-09-26,2025-06-05,4.88,4.95,4.88,4.9,4.92,4.92,4.75,f,2,1,1,0,3.28
666059250398677183,417933768,2021-08-11,,within an hour,100%,94%,t,1.0,6.0,"['email', 'phone']",t,t,Milbertshofen-Am Hart,48.17632,11.56565,Private room in rental unit,Private room,2,1.5,1.5 shared baths,1.0,1.0,"[""Luggage dropoff allowed"", ""Iron"", ""Lock on bedroom door"", ""Oven"", ""Microwave"", ""Blender"", ""Paid parking off premises"", ""Hangers"", ""Extra pillows and blankets"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Stove"", ""Coffee maker"", ""Laundromat nearby"", ""City skyline view"", ""Park view"", ""Smoke alarm"", ""Hot water kettle"", ""Refrigerator"", ""32 inch HDTV with Fire TV, DVD player"", ""Paid washer"", ""Wine glasses"", ""Heating"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""EV charger"", ""Dedicated workspace"", ""Room-darkening shades"", ""Private patio or balcony"", ""Dining table"", ""Freezer"", ""Paid dryer"", ""Wifi"", ""Clothing storage"", ""Lockbox"", ""Hot water"", ""Cooking basics"", ""Dishes and silverware"", ""Body soap"", ""Bathtub"", ""Exercise equipment"", ""Backyard""]",155.0,2,20,1.0,3.0,1125.0,1125.0,2.0,1125.0,t,0,0,8,26,2025-06-25,18,6,0,26,13,36,5580.0,2022-09-26,2024-10-02,5.0,4.94,4.94,5.0,5.0,5.0,4.78,t,1,0,1,0,0.54
666511391776593724,164225004,2017-12-26,,within a few hours,96%,96%,f,13.0,14.0,"['email', 'phone']",t,t,Ludwigsvorstadt-Isarvorstadt,48.1369,11.5647,Entire vacation home,Entire home/apt,6,1.0,1 bath,1.0,4.0,"[""Exterior security cameras on property"", ""Pets allowed"", ""Iron"", ""Clothing storage: wardrobe"", ""Microwave"", ""Standalone high chair"", ""Hangers"", ""First aid kit"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Shower gel"", ""Essentials"", ""Toaster"", ""Bed linens"", ""Crib"", ""Keine Angaben stove"", ""Elevator"", ""Paid parking garage off premises"", ""Central heating"", ""Smoke alarm"", ""Hot water kettle"", ""Single level home"", ""Paid washer \u2013 In building"", ""Paid dryer \u2013 In building"", ""Duschdas body soap"", ""Pack \u2019n play/Travel crib"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Dedicated workspace"", ""Stainless steel oven"", ""Coffee maker: pour-over coffee"", ""Room-darkening shades"", ""Coffee"", ""Cleaning products"", ""Duschdas shampoo"", ""33 inch HDTV with standard cable"", ""Dining table"", ""Freezer"", ""Wifi"", ""Hot water"", ""Cooking basics"", ""Dishes and silverware"", ""Courtyard view"", ""Baby bath"", ""Long term stays allowed"", ""Keine  refrigerator"", ""Bathtub"", ""Building staff""]",123.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,t,10,36,57,225,2025-06-25,80,26,3,145,32,156,19188.0,2022-08-04,2025-06-12,4.38,4.58,4.36,4.44,4.5,4.36,4.29,f,13,13,0,0,2.27
666674827979735838,1210990,2011-09-26,"Munich, Germany",,,,f,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Bogenhausen,48.16602049999999,11.641111,Entire condo,Entire home/apt,5,2.0,2 baths,2.0,4.0,"[""Piano"", ""Window guards"", ""Outdoor dining area"", ""Board games"", ""Iron"", ""Drying rack for clothing"", ""Clothing storage: wardrobe"", ""Standalone high chair - always at the listing"", ""Outlet covers"", ""Children\u2019s dinnerware"", ""Blender"", ""Siemens electric stove"", ""Babysitter recommendations"", ""Hangers"", ""Children\u2019s books and toys for ages 2-5 years old and 5-10 years old"", ""Extra pillows and blankets"", ""Garden view"", ""Outdoor playground"", ""First aid kit"", ""Siemens refrigerator"", ""Dishwasher"", ""Siemens oven"", ""Bidet"", ""Shower gel"", ""Baking sheet"", ""Essentials"", ""Toaster"", ""Hammock"", ""Bed linens"", ""Free street parking"", ""Wifi \u2013 44 Mbps"", ""Central heating"", ""Coffee maker: Nespresso"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Table corner guards"", ""Single level home"", ""Children's playroom"", ""Barbecue utensils"", ""58 inch HDTV with Netflix"", ""Private BBQ grill: gas"", ""Kitchen"", ""Self check-in"", ""Hair dryer"", ""Dedicated workspace"", ""Less Waste Club shampoo"", ""Smart lock"", ""Room-darkening shades"", ""Coffee"", ""Outdoor furniture"", ""Free washer \u2013 In building"", ""Cleaning products"", ""Rice maker"", ""Private patio or balcony"", ""Dining table"", ""Freezer"", ""Fire extinguisher"", ""Hot water"", ""Cooking basics"", ""Less Waste Club body soap"", ""Dishes and silverware"", ""Private backyard \u2013 Fully fenced"", ""Long term stays allowed"", ""Bathtub""]",152.0,200,1125,200.0,999.0,1125.0,1125.0,605.8,1125.0,t,0,0,0,268,2025-06-26,4,0,0,92,0,0,0.0,2022-10-04,2023-10-01,5.0,5.0,5.0,4.5,5.0,5.0,5.0,f,1,1,0,0,0.12
667247158545771327,136740337,2017-06-24,"Munich, Germany",within a few hours,100%,71%,t,2.0,2.0,"['email', 'phone']",t,t,Tudering-Riem,48.12952170000001,11.6708279,Entire home,Entire home/apt,4,1.5,1.5 baths,3.0,3.0,"[""Outdoor dining area"", ""Free parking on premises"", ""Garden view"", ""Dishwasher"", ""Essentials"", ""Free street parking"", ""Stove"", ""Coffee maker"", ""Host greets you"", ""Central heating"", ""Smoke alarm"", ""Hot water kettle"", ""Wine glasses"", ""Refrigerator"", ""Kitchen"", ""Hair dryer"", ""Books and reading material"", ""Outdoor furniture"", ""Cleaning products"", ""Private patio or balcony"", ""Freezer"", ""Wifi"", ""Hot water"", ""Cooking basics"", ""Dishes and silverware"", ""Long term stays allowed"", ""Bathtub"", ""Private entrance""]",350.0,2,365,2.0,2.0,365.0,365.0,2.0,365.0,t,20,27,27,43,2025-06-25,35,11,0,43,16,66,23100.0,2022-10-26,2025-04-11,4.97,4.94,4.89,4.97,4.97,4.94,4.77,f,1,1,0,0,1.08
667890018320085702,330987325,2020-01-26,"Munich, Germany",within an hour,100%,100%,f,1.0,2.0,"['email', 'phone']",t,t,Schwanthalerhöhe,48.13734,11.53655,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Essentials"", ""Wifi"", ""Luggage dropoff allowed"", ""Hot water"", ""Kitchen"", ""Hair dryer"", ""Host greets you"", ""Dedicated workspace"", ""Shampoo"", ""Smoke alarm"", ""Hangers"", ""Washer"", ""TV""]",595.0,2,5,2.0,2.0,5.0,5.0,2.0,5.0,t,24,49,79,350,2025-06-25,8,2,0,175,3,12,7140.0,2022-09-20,2024-09-29,4.88,4.88,4.75,5.0,4.88,4.75,4.5,t,1,1,0,0,0.24
668612191227491920,4486048,2012-12-25,"Munich, Germany",within an hour,100%,80%,t,2.0,2.0,"['email', 'phone']",t,t,Pasing-Obermenzing,48.15103901950768,11.465029084655772,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Outdoor dining area"", ""Luggage dropoff allowed"", ""Board games"", ""Iron"", ""Drying rack for clothing"", ""Lock on bedroom door"", ""Clothing storage: dresser"", ""Microwave"", ""Blender"", ""AEG induction stove"", ""Hangers"", ""Garden view"", ""Extra pillows and blankets"", ""First aid kit"", ""Dishwasher"", ""Children\u2019s books and toys"", ""Shower gel"", ""Baking sheet"", ""Essentials"", ""Toaster"", ""Bed linens"", ""Portable fans"", ""Free street parking"", ""Elevator"", ""Host greets you"", ""Diverse Marken body soap"", ""Central heating"", ""Smoke alarm"", ""Hot water kettle"", ""Coffee maker: espresso machine, french press"", ""Refrigerator"", ""Wine glasses"", ""Single level home"", ""Barbecue utensils"", ""Private BBQ grill: gas"", ""Kitchen"", ""Hair dryer"", ""Dedicated workspace"", ""Diverse Marken shampoo"", ""Stainless steel oven"", ""Diverse Marken conditioner"", ""Free washer \u2013 In unit"", ""Room-darkening shades"", ""Books and reading material"", ""Coffee"", ""Outdoor furniture"", ""Cleaning products"", ""Private patio or balcony"", ""Dining table"", ""Sun loungers"", ""Freezer"", ""Wifi"", ""Hot water"", ""Cooking basics"", ""Dishes and silverware"", ""Private backyard \u2013 Fully fenced""]",104.0,1,21,1.0,1.0,21.0,21.0,1.0,21.0,t,28,54,70,266,2025-06-26,45,19,5,156,17,114,11856.0,2022-09-12,2025-06-14,5.0,5.0,5.0,5.0,5.0,5.0,4.91,f,2,1,1,0,1.32
668684994432589763,17642051,2014-07-04,"Munich, Germany",within a few hours,100%,86%,f,1.0,2.0,"['email', 'phone', 'work_email']",t,t,Ludwigsvorstadt-Isarvorstadt,48.1294497,11.560739,Entire loft,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Wifi"", ""Iron"", ""76 inch HDTV with Amazon Prime Video, Netflix"", ""Heating"", ""Kitchen"", ""Cooking basics"", ""Free parking on premises"", ""Hair dryer"", ""Host greets you"", ""Coffee maker"", ""Dishes and silverware"", ""Gym"", ""Smoke alarm"", ""Cleaning products"", ""Washer"", ""Refrigerator"", ""Dryer"", ""Exercise equipment""]",500.0,2,10,1.0,2.0,10.0,10.0,2.0,10.0,t,1,1,4,178,2025-06-25,7,0,0,97,0,0,0.0,2022-09-19,2023-10-04,4.71,4.86,4.86,5.0,4.86,5.0,4.57,f,1,1,0,0,0.21
668793177240456615,288814178,2019-08-25,"Munich, Germany",a few days or more,0%,0%,f,1.0,1.0,"['email', 'phone']",t,t,Untergiesing-Harlaching,48.10301,11.57685,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,2.0,"[""Pets allowed"", ""Wifi"", ""Kitchen"", ""Smoke alarm"", ""Washer""]",130.0,7,30,7.0,7.0,30.0,30.0,7.0,30.0,t,29,59,82,357,2025-06-25,0,0,0,182,0,0,0.0,,,,,,,,,,f,1,1,0,0,
